Accident Index, Vehicles, Basic Method Privacy Loss - 0.8, Basic Method Winner - 0.8, Turn Based Privacy Loss - 0.8, Turn Based Winner - 0.8, Auction Method Privacy Loss - 0.8, Auction Method Winner - 0.8, Modified Auction Method Privacy Loss - 0.8, Modified Auction Method Winner - 0.8, Basic Method Privacy Loss - 0.5, Basic Method Winner - 0.5, Turn Based Privacy Loss - 0.5, Turn Based Winner - 0.5, Auction Method Privacy Loss - 0.5, Auction Method Winner - 0.5, Modified Auction Method Privacy Loss - 0.5, Modified Auction Method Winner - 0.5, Basic Method Privacy Loss - 0.3, Basic Method Winner - 0.3, Turn Based Privacy Loss - 0.3, Turn Based Winner - 0.3, Auction Method Privacy Loss - 0.3, Auction Method Winner - 0.3, Modified Auction Method Privacy Loss - 0.3, Modified Auction Method Winner - 0.3
201597UD70512, v1, 100, W, 67.048, L, 100, W, 67.048, L, 8.217, W, 8.217, W, 8.217, W, 8.217, W, 8.217, W, 8.217, W, 8.217, W, 8.217, W
201597UD70512, v2, 100, L, 75.204, W, 100, L, 100, W, 36.813, L, 0, L, 36.813, L, 0, L, 12.016, L, 0, L, 12.016, L, 0, L
201597UD06204, v1, 63.197, W, 25.279, W, 37.918, W, 37.918, W, 18.439, L, 0, L, 18.439, L, 18.439, L, 0, W, 0, W, 0, W, 0, W
201597UD06204, v2, 60.826, L, 0, L, 60.826, L, 15.239, L, 35.837, W, 15.239, W, 15.239, W, 15.239, W, 0, L, 0, L, 0, L, 0, L
201597UD02511, v1, 100, W, 92.887, W, 100, W, 100, W, 15.991, L, 0, L, 15.991, L, 15.991, L, 15.991, W, 0, L, 15.991, W, 15.991, W
201597UD02511, v2, 100, L, 64.411, L, 100, L, 64.411, L, 34.031, W, 20.107, W, 34.031, W, 34.031, W, 13.924, L, 13.924, W, 13.924, L, 13.924, L
201597UD02304, v1, 100, W, 61.305, L, 100, W, 100, W, 100, W, 61.305, L, 100, W, 100, W, 16.636, W, 16.636, W, 16.636, W, 16.636, W
201597UD02304, v2, 55.092, L, 55.092, W, 55.092, L, 55.092, L, 55.092, L, 55.092, W, 55.092, L, 55.092, L, 12.576, L, 12.576, L, 12.576, L, 12.576, L
201597UC70806, v1, 31.566, L, 10.101, W, 31.566, L, 10.101, L, 10.101, L, 10.101, W, 10.101, L, 10.101, L, 10.101, L, 10.101, W, 10.101, L, 10.101, L
201597UC70806, v2, 53.179, W, 15.641, L, 2.513, W, 2.513, W, 18.154, W, 15.641, L, 2.513, W, 2.513, W, 2.513, W, 0, L, 2.513, W, 2.513, W
201597UC42201, v1, 100, W, 1.574, W, 11.944, W, 11.944, W, 43.889, W, 1.574, W, 1.574, W, 1.574, W, 11.944, W, 1.574, W, 1.574, W, 1.574, W
201597UC42201, v2, 60.84, L, 29.614, L, 60.84, L, 30.717, L, 1.103, L, 0, L, 1.103, L, 0, L, 1.103, L, 0, L, 1.103, L, 0, L
201597UC03512, v1, 47.837, W, 4.648, L, 12.201, W, 12.201, W, 12.201, W, 4.648, W, 12.201, W, 12.201, W, 12.201, W, 4.648, W, 4.648, W, 4.648, W
201597UC03512, v2, 62.71, L, 31.641, W, 62.71, L, 31.068, L, 31.068, L, 0, L, 31.068, L, 31.068, L, 0, L, 0, L, 0, L, 0, L
201597UC03003, v1, 100, L, 100, L, 100, L, 100, L, 58.345, L, 15.31, W, 58.345, L, 15.31, L, 35.034, L, 15.31, W, 35.034, L, 15.31, L
201597UC03003, v2, 100, W, 100, W, 100, W, 100, W, 5.156, W, 0, L, 5.156, W, 5.156, W, 5.156, W, 0, L, 5.156, W, 5.156, W
201597UA04506, v1, 58.731, W, 11.832, W, 11.832, W, 11.832, W, 34.017, W, 11.832, W, 11.832, W, 11.832, W, 11.832, W, 11.832, W, 11.832, W, 11.832, W
201597UA04506, v2, 41.72, L, 17.723, L, 41.72, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597UA01501, v1, 54.866, L, 19.861, L, 54.866, L, 24.181, L, 24.181, W, 24.181, W, 24.181, W, 24.181, W, 4.32, W, 4.32, W, 4.32, W, 4.32, W
201597UA01501, v2, 100, W, 49.301, W, 69.689, W, 69.689, W, 40.189, L, 40.189, L, 40.189, L, 19.802, L, 0, L, 0, L, 0, L, 0, L
201597UA00805, v1, 100, W, 97.4, W, 100, W, 100, W, 40.483, W, 24.977, W, 15.506, W, 15.506, W, 40.483, W, 24.977, W, 2.6, W, 2.6, W
201597UA00805, v2, 100, L, 86.356, L, 100, L, 69.716, L, 13.644, L, 0, L, 13.644, L, 13.644, L, 0, L, 0, L, 0, L, 0, L
201597QD00406, v1, 32.826, L, 0, L, 32.826, L, 16.28, L, 32.826, L, 0, L, 32.826, L, 16.28, L, 0, L, 0, L, 0, L, 0, L
201597QD00406, v2, 36.904, W, 11.181, W, 12.666, W, 12.666, W, 36.904, W, 11.181, W, 12.666, W, 12.666, W, 12.666, W, 11.181, W, 1.486, W, 1.486, W
201597QB70604, v1, 33.747, L, 28.676, L, 33.747, L, 33.747, L, 5.071, W, 5.071, W, 5.071, W, 5.071, W, 5.071, W, 5.071, W, 5.071, W, 5.071, W
201597QB70604, v2, 100, W, 66.775, W, 66.403, W, 66.403, W, 0.465, L, 0, L, 0.465, L, 0, L, 0.465, L, 0, L, 0.465, L, 0, L
201597QB70401, v1, 100, W, 42.234, W, 67.956, W, 67.956, W, 67.956, W, 42.234, W, 67.956, W, 67.956, W, 13.996, W, 13.996, W, 13.996, W, 13.996, W
201597QB70401, v2, 56.613, L, 8.118, L, 56.613, L, 26.667, L, 26.667, L, 8.118, L, 26.667, L, 26.667, L, 8.118, L, 8.118, L, 8.118, L, 0, L
201597QB04901, v1, 57.969, W, 25.45, L, 57.969, W, 57.969, W, 32.519, W, 32.519, W, 32.519, W, 32.519, W, 0, L, 0, L, 0, L, 0, L
201597QB04901, v2, 62.343, L, 36.538, W, 62.343, L, 62.343, L, 25.805, L, 25.805, L, 25.805, L, 5.786, L, 5.786, W, 5.786, W, 5.786, W, 5.786, W
201597QB02808, v1, 100, W, 87.579, W, 100, W, 100, W, 27.66, L, 15.239, L, 27.66, L, 27.66, L, 27.66, L, 15.239, L, 27.66, L, 27.66, L
201597QB02808, v2, 100, L, 70.077, L, 100, L, 100, L, 100, W, 46.429, W, 39.479, W, 39.479, W, 39.479, W, 39.479, W, 39.479, W, 39.479, W
201597QA00112, v1, 49.874, L, 4.932, L, 49.874, L, 49.874, L, 21.741, L, 4.932, W, 21.741, L, 4.932, L, 4.932, L, 4.932, W, 4.932, L, 4.932, L
201597QA00112, v2, 100, W, 32.929, W, 32.929, W, 32.929, W, 3.838, W, 0, L, 3.838, W, 3.838, W, 3.838, W, 0, L, 3.838, W, 3.838, W
201597NE70512, v1, 24.099, L, 4.058, W, 24.099, L, 24.099, L, 24.099, W, 4.058, W, 24.099, W, 24.099, W, 4.058, L, 4.058, W, 4.058, L, 4.058, L
201597NE70512, v2, 58.441, W, 0, L, 29.07, W, 29.07, W, 4.737, L, 0, L, 4.737, L, 4.737, L, 4.737, W, 0, L, 4.737, W, 4.737, W
201597NE03311, v1, 100, W, 38.034, W, 61.966, W, 61.966, W, 25.111, L, 0, L, 25.111, L, 5.012, L, 5.012, L, 0, L, 5.012, L, 5.012, L
201597NE03311, v2, 49.366, L, 0, L, 49.366, L, 0.441, L, 49.366, W, 0.441, W, 0.441, W, 0.441, W, 0.441, W, 0.441, W, 0.441, W, 0.441, W
201597NE03011, v1, 32.596, L, 0, L, 32.596, L, 32.596, L, 32.596, W, 14.966, W, 32.596, W, 32.596, W, 0, L, 0, L, 0, L, 0, L
201597NE03011, v2, 100, W, 35.899, W, 64.101, W, 64.101, W, 31.149, L, 0, L, 31.149, L, 31.149, L, 7.456, W, 7.456, W, 7.456, W, 7.456, W
201597NE02712, v1, 100, W, 68.139, W, 28.658, W, 28.658, W, 28.658, W, 7.841, W, 28.658, W, 28.658, W, 7.841, L, 7.841, W, 7.841, L, 7.841, L
201597NE02712, v2, 38.187, L, 38.187, L, 38.187, L, 9.731, L, 9.731, L, 0, L, 9.731, L, 9.731, L, 9.731, W, 0, L, 9.731, W, 9.731, W
201597NE02308, v1, 100, L, 72.448, L, 100, L, 100, L, 55.564, L, 0, L, 55.564, L, 28.012, L, 28.012, W, 20.107, W, 7.905, W, 7.905, W
201597NE02308, v2, 100, W, 82.675, W, 100, W, 100, W, 100, W, 29.751, W, 70.249, W, 70.249, W, 17.325, L, 0, L, 17.325, L, 0, L
201597NE00612, v1, 100, L, 100, L, 100, L, 100, L, 60.672, L, 0, L, 60.672, L, 11.633, L, 11.633, W, 11.633, W, 11.633, W, 11.633, W
201597NE00612, v2, 100, W, 100, W, 100, W, 100, W, 32.999, W, 22.854, W, 32.999, W, 32.999, W, 10.145, L, 10.145, L, 10.145, L, 0, L
201597ND01707, v1, 48.82, L, 0, L, 48.82, L, 48.82, L, 17.725, L, 0, L, 17.725, L, 17.725, L, 17.725, W, 17.725, W, 17.725, W, 17.725, W
201597ND01707, v2, 56.228, W, 24.212, W, 56.228, W, 56.228, W, 30.015, W, 24.212, W, 30.015, W, 30.015, W, 5.803, L, 5.803, L, 5.803, L, 5.803, L
201597ND01602, v1, 100, W, 62.697, W, 62.697, W, 62.697, W, 28.255, L, 0, L, 28.255, L, 28.255, L, 7.064, L, 0, L, 7.064, L, 7.064, L
201597ND01602, v2, 36.29, L, 33.871, L, 36.29, L, 36.29, L, 36.29, W, 17.375, W, 36.29, W, 36.29, W, 36.29, W, 17.375, W, 18.915, W, 18.915, W
201597ND01003, v1, 100, L, 31.386, W, 100, L, 100, L, 100, L, 31.386, W, 100, L, 100, L, 100, W, 31.386, W, 100, W, 100, W
201597ND01003, v2, 56.646, W, 0, L, 31.691, W, 31.691, W, 31.691, W, 0, L, 31.691, W, 31.691, W, 9.132, L, 0, L, 9.132, L, 9.132, L
201597NC70306, v1, 100, W, 85.005, W, 100, W, 100, W, 22.199, W, 7.204, W, 7.204, W, 7.204, W, 22.199, W, 7.204, W, 7.204, W, 7.204, W
201597NC70306, v2, 100, L, 86.684, L, 100, L, 100, L, 31.291, L, 0, L, 31.291, L, 0, L, 13.316, L, 0, L, 13.316, L, 0, L
201597NC70109, v1, 100, W, 64.141, W, 100, W, 100, W, 26.361, W, 23.959, W, 26.361, W, 26.361, W, 2.401, W, 2.401, W, 2.401, W, 2.401, W
201597NC70109, v2, 67.463, L, 67.463, L, 67.463, L, 38.998, L, 11.746, L, 0, L, 11.746, L, 11.746, L, 0, L, 0, L, 0, L, 0, L
201597NC01011, v1, 44.21, W, 2.687, W, 44.21, W, 44.21, W, 44.21, W, 2.687, W, 44.21, W, 44.21, W, 13.756, L, 2.687, W, 13.756, L, 2.687, L
201597NC01011, v2, 35.497, L, 0, L, 35.497, L, 15.677, L, 35.497, L, 0, L, 35.497, L, 15.677, L, 35.497, W, 0, L, 15.677, W, 15.677, W
201597NA70705, v1, 33.9, W, 33.9, W, 33.9, W, 5.499, L, 5.499, L, 0, L, 5.499, L, 5.499, L, 5.499, W, 5.499, W, 5.499, W, 5.499, W
201597NA70705, v2, 17.389, L, 17.389, L, 17.389, L, 17.389, W, 17.389, W, 16.26, W, 17.389, W, 17.389, W, 1.129, L, 1.129, L, 1.129, L, 0, L
201597NA04807, v1, 100, L, 30.511, L, 100, L, 100, L, 24.868, L, 0, L, 24.868, L, 11.64, L, 24.868, L, 0, L, 24.868, L, 11.64, L
201597NA04807, v2, 52.532, W, 15.948, W, 52.532, W, 52.532, W, 52.532, W, 15.948, W, 13.416, W, 13.416, W, 29.364, W, 15.948, W, 13.416, W, 13.416, W
201597NA03710, v1, 53.995, L, 14.392, W, 53.995, L, 11.96, L, 26.352, L, 14.392, W, 26.352, L, 11.96, L, 26.352, L, 14.392, W, 26.352, L, 11.96, L
201597NA03710, v2, 50.233, W, 0, L, 15.832, W, 15.832, W, 15.832, W, 0, L, 15.832, W, 15.832, W, 15.832, W, 0, L, 15.832, W, 15.832, W
201597NA02807, v1, 100, W, 20.248, W, 40.702, W, 40.702, W, 40.702, W, 20.248, W, 40.702, W, 40.702, W, 0, W, 0, W, 0, W, 0, W
201597NA02807, v2, 28.981, L, 0, L, 28.981, L, 13.713, L, 28.981, L, 0, L, 28.981, L, 13.713, L, 0, L, 0, L, 0, L, 0, L
201597NA02306, v1, 53.639, W, 39.083, L, 53.639, W, 53.639, W, 22.921, W, 22.921, W, 8.365, W, 8.365, W, 8.365, W, 8.365, W, 8.365, W, 8.365, W
201597NA02306, v2, 29.453, L, 29.453, W, 29.453, L, 29.453, L, 6.245, L, 6.245, L, 6.245, L, 0, L, 6.245, L, 6.245, L, 6.245, L, 0, L
201597NA01809, v1, 100, L, 12.246, W, 100, L, 34.854, L, 34.854, W, 12.246, W, 34.854, W, 34.854, W, 12.246, L, 12.246, W, 12.246, L, 12.246, L
201597NA01809, v2, 100, W, 48.276, L, 51.724, W, 51.724, W, 8.422, L, 0, L, 8.422, L, 8.422, L, 8.422, W, 0, L, 8.422, W, 8.422, W
201597NA00806, v1, 100, L, 77.564, L, 100, L, 100, L, 29.754, L, 7.318, L, 29.754, L, 7.318, L, 7.318, W, 7.318, W, 7.318, W, 7.318, W
201597NA00806, v2, 100, W, 76.348, W, 100, W, 100, W, 45.117, W, 21.465, W, 21.465, W, 21.465, W, 0, L, 0, L, 0, L, 0, L
201597LB05112, v1, 100, W, 100, W, 100, W, 100, W, 5.478, L, 1.753, L, 5.478, L, 5.478, L, 5.478, L, 1.753, L, 5.478, L, 5.478, L
201597LB05112, v2, 100, L, 100, L, 100, L, 24.537, L, 52.936, W, 24.537, W, 24.537, W, 24.537, W, 24.537, W, 24.537, W, 24.537, W, 24.537, W
201597LA03311, v1, 56.425, W, 12.762, L, 56.425, W, 56.425, W, 31.031, W, 12.762, L, 31.031, W, 31.031, W, 12.762, L, 12.762, L, 12.762, L, 12.762, L
201597LA03311, v2, 57.919, L, 2.015, W, 57.919, L, 57.919, L, 2.015, L, 2.015, W, 2.015, L, 2.015, L, 2.015, W, 2.015, W, 2.015, W, 2.015, W
201597LA03111, v1, 30.731, W, 0, L, 30.731, W, 30.731, W, 2.543, L, 0, L, 2.543, L, 2.543, L, 2.543, W, 0, L, 2.543, W, 2.543, W
201597LA03111, v2, 37.459, L, 4.937, W, 37.459, L, 37.459, L, 37.459, W, 4.937, W, 37.459, W, 37.459, W, 8.953, L, 4.937, W, 8.953, L, 0, L
201597LA02009, v1, 7.95, L, 0, L, 7.95, L, 1.36, L, 7.95, W, 1.36, W, 1.36, W, 1.36, W, 7.95, W, 1.36, W, 1.36, W, 1.36, W
201597LA02009, v2, 69.198, W, 20.567, W, 69.198, W, 69.198, W, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597LA01502, v1, 65.986, L, 0, L, 65.986, L, 34.864, L, 34.864, L, 0, L, 34.864, L, 34.864, L, 0, L, 0, L, 0, L, 0, L
201597LA01502, v2, 100, W, 21.509, W, 30.498, W, 30.498, W, 100, W, 21.509, W, 30.498, W, 30.498, W, 30.498, W, 21.509, W, 2.889, W, 2.889, W
201597KC04310, v1, 27.651, L, 27.651, L, 27.651, W, 0.839, L, 0.839, L, 0.839, L, 0.839, L, 0.839, L, 0.839, W, 0.839, W, 0.839, W, 0.839, W
201597KC04310, v2, 100, W, 68.326, W, 39.936, L, 39.936, W, 39.936, W, 39.936, W, 39.936, W, 39.936, W, 0, L, 0, L, 0, L, 0, L
201597KB05209, v1, 100, W, 1.52, L, 66.14, W, 66.14, W, 1.52, L, 1.52, W, 1.52, L, 1.52, L, 1.52, W, 1.52, W, 1.52, W, 1.52, W
201597KB05209, v2, 100, L, 25.792, W, 100, L, 73.8, L, 48.008, W, 0, L, 23.289, W, 23.289, W, 0, L, 0, L, 0, L, 0, L
201597KB02710, v1, 41.037, L, 0, L, 41.037, L, 14.688, L, 14.688, L, 0, L, 14.688, L, 14.688, L, 0, L, 0, L, 0, L, 0, L
201597KB02710, v2, 60.909, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W, 6.515, W
201597KB01011, v1, 59.88, W, 48.603, W, 59.88, W, 59.88, W, 23.703, L, 23.703, L, 23.703, L, 23.703, L, 23.703, W, 23.703, W, 23.703, W, 23.703, W
201597KB01011, v2, 50.594, L, 3.266, L, 50.594, L, 22.09, L, 50.594, W, 22.09, W, 22.09, W, 22.09, W, 3.266, L, 3.266, L, 3.266, L, 3.266, L
201597KB00506, v1, 100, W, 10.283, W, 4.884, W, 4.884, W, 100, W, 10.283, W, 4.884, W, 4.884, W, 100, W, 5.398, W, 4.884, W, 4.884, W
201597KB00506, v2, 56.078, L, 22.516, L, 56.078, L, 0, L, 24.577, L, 22.516, L, 24.577, L, 0, L, 2.061, L, 0, L, 2.061, L, 0, L
201597KA02505, v1, 20.266, L, 20.266, L, 20.266, L, 20.266, L, 20.266, L, 20.266, L, 20.266, L, 20.266, L, 2.384, L, 2.384, L, 2.384, L, 2.384, L
201597KA02505, v2, 38.328, W, 38.328, W, 38.328, W, 38.328, W, 38.328, W, 38.328, W, 38.328, W, 38.328, W, 15.587, W, 15.587, W, 15.587, W, 15.587, W
201597GD06011, v1, 23.582, L, 0, L, 23.582, L, 23.582, L, 23.582, W, 0, L, 23.582, W, 23.582, W, 23.582, W, 0, L, 23.582, W, 23.582, W
201597GD06011, v2, 100, W, 2.188, W, 52, W, 52, W, 9.25, L, 2.188, W, 9.25, L, 9.25, L, 9.25, L, 2.188, W, 9.25, L, 9.25, L
201597GD05107, v1, 100, W, 36.425, W, 100, W, 100, W, 63.575, W, 0, L, 63.575, W, 63.575, W, 10.697, L, 0, L, 10.697, L, 10.697, L
201597GD05107, v2, 100, L, 2.719, L, 100, L, 100, L, 47.281, L, 2.719, W, 47.281, L, 23.263, L, 23.263, W, 2.719, W, 2.719, W, 2.719, W
201597GD04408, v1, 100, W, 70.267, L, 100, W, 16.898, L, 35.027, W, 35.027, W, 16.898, W, 16.898, W, 0, L, 0, L, 0, L, 0, L
201597GD04408, v2, 100, L, 62.937, W, 100, L, 100, W, 23.4, L, 6.993, L, 23.4, L, 0, L, 6.993, W, 6.993, W, 6.993, W, 6.993, W
201597GD04404, v1, 17.567, L, 0, L, 17.567, L, 17.567, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597GD04404, v2, 100, W, 49.242, W, 5.492, W, 5.492, W, 100, W, 49.242, W, 5.492, W, 5.492, W, 100, W, 49.242, W, 5.492, W, 5.492, W
201597GD02110, v1, 60.542, L, 11.68, L, 60.542, L, 60.542, L, 28.565, L, 11.68, L, 28.565, L, 11.68, L, 11.68, L, 11.68, W, 11.68, L, 11.68, L
201597GD02110, v2, 100, W, 61.229, W, 55.419, W, 55.419, W, 100, W, 61.229, W, 16.76, W, 16.76, W, 16.76, W, 0, L, 16.76, W, 16.76, W
201597GD02103, v1, 100, W, 22.205, W, 67.084, W, 67.084, W, 100, W, 22.205, W, 16.028, W, 16.028, W, 38.233, W, 22.205, W, 16.028, W, 16.028, W
201597GD02103, v2, 68.396, L, 0, L, 68.396, L, 41.754, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597GD01005, v1, 100, L, 34.653, L, 100, L, 12.986, L, 47.778, W, 34.653, W, 12.986, W, 12.986, W, 26.111, W, 26.111, W, 12.986, W, 12.986, W
201597GD01005, v2, 32.426, W, 32.426, W, 32.426, W, 32.426, W, 6.168, L, 6.168, L, 6.168, L, 0, L, 6.168, L, 6.168, L, 6.168, L, 0, L
201597GC70301, v1, 100, L, 9.738, W, 100, L, 100, L, 53.496, L, 9.738, W, 53.496, L, 22.846, L, 22.846, W, 9.738, W, 22.846, W, 22.846, W
201597GC70301, v2, 100, W, 27.947, L, 71.278, W, 71.278, W, 43.331, W, 0, L, 43.331, W, 43.331, W, 15.772, L, 0, L, 15.772, L, 15.772, L
201597GC03810, v1, 36.726, W, 36.726, W, 36.726, W, 36.726, W, 16.298, W, 16.298, W, 16.298, W, 16.298, W, 0, W, 0, W, 0, W, 0, W
201597GC03810, v2, 42.233, L, 42.233, L, 42.233, L, 42.233, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597GC00305, v1, 55.561, L, 24.43, W, 55.561, L, 55.561, L, 31.131, L, 0, L, 31.131, L, 8.46, L, 8.46, W, 8.46, W, 8.46, W, 8.46, W
201597GC00305, v2, 100, W, 31.207, L, 68.793, W, 68.793, W, 100, W, 31.207, W, 40.963, W, 40.963, W, 14.759, L, 0, L, 14.759, L, 0, L
201597GB70405, v1, 63.448, L, 0, L, 63.448, L, 63.448, L, 15.126, L, 0, L, 15.126, L, 15.126, L, 0, L, 0, L, 0, L, 0, L
201597GB70405, v2, 100, W, 55.863, W, 100, W, 100, W, 44.137, W, 17.915, W, 21.987, W, 21.987, W, 44.137, W, 17.915, W, 4.072, W, 4.072, W
201597GB22710, v1, 100, W, 37.461, L, 100, W, 100, W, 26.469, W, 26.469, W, 1.137, W, 1.137, W, 1.137, W, 1.137, W, 1.137, W, 1.137, W
201597GB22710, v2, 29.202, L, 24.09, W, 29.202, L, 29.202, L, 5.112, L, 5.112, L, 5.112, L, 0, L, 5.112, L, 5.112, L, 5.112, L, 0, L
201597GB22009, v1, 59.372, L, 20.992, L, 59.372, L, 59.372, L, 32.824, L, 20.992, W, 32.824, L, 11.832, L, 11.832, L, 0, L, 11.832, L, 11.832, L
201597GB22009, v2, 100, W, 45.617, W, 36.683, W, 36.683, W, 63.875, W, 0, L, 9.492, W, 9.492, W, 9.492, W, 9.492, W, 9.492, W, 9.492, W
201597GB21909, v1, 66.942, L, 43.002, L, 66.942, L, 66.942, L, 14.897, W, 14.897, W, 14.897, W, 14.897, W, 0, W, 0, W, 0, W, 0, W
201597GB21909, v2, 68.233, W, 47.715, W, 68.233, W, 68.233, W, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597GA70109, v1, 100, W, 24.111, W, 42.021, W, 42.021, W, 18.17, L, 0, L, 18.17, L, 18.17, L, 0, L, 0, L, 0, L, 0, L
201597GA70109, v2, 47.953, L, 0, L, 47.953, L, 9.375, L, 20.582, W, 9.375, W, 9.375, W, 9.375, W, 20.582, W, 9.375, W, 9.375, W, 9.375, W
201597GA03402, v1, 100, L, 15.622, L, 100, L, 100, L, 41.326, W, 15.622, L, 41.326, W, 41.326, W, 41.326, W, 15.622, W, 8.901, W, 8.901, W
201597GA03402, v2, 100, W, 20.23, W, 100, W, 100, W, 39.31, L, 20.23, W, 39.31, L, 39.31, L, 0, L, 0, L, 0, L, 0, L
201597GA02901, v1, 47.552, L, 0, L, 47.552, L, 47.552, L, 47.552, W, 9.037, W, 9.037, W, 9.037, W, 25.013, W, 9.037, W, 9.037, W, 9.037, W
201597GA02901, v2, 66.987, W, 26.018, W, 66.987, W, 66.987, W, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597BE01903, v1, 100, W, 73.127, L, 100, W, 100, W, 53.154, L, 7.819, L, 53.154, L, 7.819, L, 26.281, L, 7.819, L, 26.281, L, 7.819, L
201597BE01903, v2, 49.773, L, 49.773, W, 49.773, L, 11.621, L, 49.773, W, 25.85, W, 11.621, W, 11.621, W, 25.85, W, 25.85, W, 11.621, W, 11.621, W
201597BD71909, v1, 68.466, L, 0, L, 68.466, L, 68.466, L, 19.053, L, 19.053, L, 19.053, L, 19.053, L, 0, W, 0, W, 0, W, 0, W
201597BD71909, v2, 100, W, 25.811, W, 100, W, 100, W, 40.337, W, 21.358, W, 40.337, W, 40.337, W, 0, L, 0, L, 0, L, 0, L
201597BD70710, v1, 69.493, L, 30.167, L, 69.493, L, 69.493, L, 11.658, L, 0, L, 11.658, L, 11.658, L, 0, W, 0, W, 0, W, 0, W
201597BD70710, v2, 100, W, 29.671, W, 100, W, 100, W, 39.682, W, 21.663, W, 39.682, W, 39.682, W, 0, L, 0, L, 0, L, 0, L
201597BD03511, v1, 54.515, L, 4.849, L, 54.515, L, 54.515, L, 54.515, L, 4.849, W, 54.515, L, 54.515, L, 4.849, L, 4.849, W, 4.849, L, 4.849, L
201597BD03511, v2, 100, W, 58.204, W, 51.755, W, 51.755, W, 51.755, W, 0, L, 51.755, W, 51.755, W, 18.857, W, 0, L, 18.857, W, 18.857, W
201597BD02505, v1, 100, W, 39.708, W, 33.872, W, 33.872, W, 33.872, W, 0, L, 33.872, W, 33.872, W, 12.871, W, 12.871, W, 12.871, W, 12.871, W
201597BD02505, v2, 58.465, L, 21.003, L, 58.465, L, 36.948, L, 36.948, L, 21.003, W, 36.948, L, 36.948, L, 0, L, 0, L, 0, L, 0, L
201597BD02009, v1, 55.25, W, 54.536, W, 55.25, W, 55.25, W, 18.043, W, 17.329, W, 18.043, W, 18.043, W, 0.714, W, 0.714, W, 0.714, W, 0.714, W
201597BD02009, v2, 61.457, L, 30.664, L, 61.457, L, 61.457, L, 30.792, L, 0, L, 30.792, L, 30.792, L, 0, L, 0, L, 0, L, 0, L
201597BD01602, v1, 46.995, L, 7.212, L, 46.995, L, 10.517, L, 10.517, L, 7.212, L, 10.517, L, 10.517, L, 10.517, W, 7.212, W, 3.305, W, 3.305, W
201597BD01602, v2, 100, W, 43.148, W, 43.148, W, 43.148, W, 100, W, 43.148, W, 43.148, W, 43.148, W, 0, L, 0, L, 0, L, 0, L
201597BD01009, v1, 100, W, 76.734, W, 100, W, 100, W, 39.449, W, 16.183, W, 39.449, W, 39.449, W, 0, L, 0, L, 0, L, 0, L
201597BD01009, v2, 100, L, 73.931, L, 100, L, 100, L, 4.367, L, 0, L, 4.367, L, 4.367, L, 4.367, W, 4.367, W, 4.367, W, 4.367, W
201597BD00312, v1, 100, W, 55.245, W, 100, W, 100, W, 14.215, W, 6.207, W, 6.207, W, 6.207, W, 14.215, W, 6.207, W, 6.207, W, 6.207, W
201597BD00312, v2, 100, L, 65.052, L, 100, L, 63.767, L, 3.164, L, 0, L, 3.164, L, 0, L, 3.164, L, 0, L, 3.164, L, 0, L
201597BC01604, v1, 24.394, L, 24.394, L, 24.394, L, 24.394, L, 2.462, L, 2.462, L, 2.462, L, 2.462, L, 2.462, L, 2.462, L, 2.462, L, 2.462, L
201597BC01604, v2, 43.075, W, 43.075, W, 43.075, W, 43.075, W, 6.528, W, 6.528, W, 6.528, W, 6.528, W, 6.528, W, 6.528, W, 6.528, W, 6.528, W
201597BA70706, v1, 32.765, L, 21.365, W, 32.765, L, 11.399, L, 11.399, W, 11.399, W, 11.399, W, 11.399, W, 0, W, 0, W, 0, W, 0, W
201597BA70706, v2, 42.889, W, 0, L, 20.624, W, 20.624, W, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L, 0, L
201597BA01204, v1, 100, W, 71.387, W, 100, W, 100, W, 52.701, L, 24.088, L, 52.701, L, 24.088, L, 24.088, W, 24.088, W, 24.088, W, 24.088, W
201597BA01204, v2, 100, L, 48.436, L, 100, L, 48.436, L, 48.436, W, 48.436, W, 48.436, W, 48.436, W, 19.375, L, 2.746, L, 19.375, L, 19.375, L
201597BA00905, v1, 100, W, 23.298, W, 100, W, 100, W, 67.43, W, 23.298, W, 40.2, W, 40.2, W, 16.901, W, 16.901, W, 16.901, W, 16.901, W
201597BA00905, v2, 57.728, L, 0, L, 57.728, L, 57.728, L, 18.966, L, 0, L, 18.966, L, 18.966, L, 1.414, L, 0, L, 1.414, L, 0, L
201597BA00711, v1, 54.314, W, 0, L, 54.314, W, 54.314, W, 17.162, L, 0, L, 17.162, L, 5.988, L, 17.162, W, 5.988, W, 5.988, W, 5.988, W
